RegulationID,Capacity,StartTimestamp,EndTimestamp,ReferenceLocationName,ReferenceLocationType,ReferenceLocationRole,SlotWindowWidth,SlotSliceWidth,month,day_start,day_end,min_start,min_end,start,end,duration,initial_capacity,capacity_reduction,n_flights
LPPTA11A,17,2019-07-11T20:00:00.000Z,2019-07-11T22:30:00.000Z,LPPT,AD,A,10,20,7,20,20,1200,1350,30000,30150,150,23,0.2608695652173913,92
LPPTA20A,17,2019-06-20T14:00:00.000Z,2019-06-20T14:10:00.000Z,LPPT,AD,A,10,20,7,18,18,840,850,26760,26770,10,23,0.2608695652173913,37
LPPTA21N,23,2019-06-21T20:40:00.000Z,2019-06-21T23:00:00.000Z,LPPT,AD,A,10,20,7,2,2,1240,1380,4120,4260,140,23,0.0,51
LPPTA24,20,2019-06-24T16:00:00.000Z,2019-06-24T17:00:00.000Z,LPPT,AD,A,10,20,7,21,21,960,1020,31200,31260,60,23,0.13043478260869565,114
LPPTA07M,20,2019-07-07T12:40:00.000Z,2019-07-07T14:00:00.000Z,LPPT,AD,A,10,20,7,0,0,760,840,760,840,80,23,0.13043478260869565,64
LPPTA25,17,2019-06-25T15:30:00.000Z,2019-06-25T18:00:00.000Z,LPPT,AD,A,10,20,7,22,22,930,1080,32610,32760,150,23,0.2608695652173913,172
LPPTA12E,20,2019-07-12T06:00:00.000Z,2019-07-12T07:00:00.000Z,LPPT,AD,A,10,20,7,16,16,360,420,23400,23460,60,23,0.13043478260869565,27
LPPTA25N,23,2019-06-25T20:20:00.000Z,2019-06-25T22:00:00.000Z,LPPT,AD,A,10,20,7,22,22,1220,1320,32900,33000,100,23,0.0,15
LPPTA25A,23,2019-06-25T18:00:00.000Z,2019-06-25T19:20:00.000Z,LPPT,AD,A,10,20,7,22,22,1080,1160,32760,32840,80,23,0.0,25
LPPTA24N,23,2019-06-24T20:40:00.000Z,2019-06-24T22:00:00.000Z,LPPT,AD,A,10,20,7,21,21,1240,1320,31480,31560,80,23,0.0,30
LPPTA11,23,2019-07-11T11:50:00.000Z,2019-07-11T13:00:00.000Z,LPPT,AD,A,10,20,7,20,20,710,780,29510,29580,70,23,0.0,13
LPPTA04M,17,2019-07-04T13:20:00.000Z,2019-07-04T16:00:00.000Z,LPPT,AD,A,10,20,7,6,6,800,960,9440,9600,160,23,0.2608695652173913,73
LPPTA09,23,2019-07-09T10:00:00.000Z,2019-07-09T13:00:00.000Z,LPPT,AD,A,10,20,7,7,7,600,780,10680,10860,180,23,0.0,163
LPPTA22A,20,2019-06-22T13:00:00.000Z,2019-06-22T19:00:00.000Z,LPPT,AD,A,10,20,7,14,14,780,1140,20940,21300,360,23,0.13043478260869565,75
LPPTA05A,23,2019-07-05T19:00:00.000Z,2019-07-05T23:20:00.000Z,LPPT,AD,A,10,20,7,26,26,1140,1400,38580,38840,260,23,0.0,90
LPPTA05M,20,2019-07-05T06:00:00.000Z,2019-07-05T08:40:00.000Z,LPPT,AD,A,10,20,7,26,26,360,520,37800,37960,160,23,0.13043478260869565,38
LPPTA12E,23,2019-07-12T07:00:00.000Z,2019-07-12T08:20:00.000Z,LPPT,AD,A,10,20,7,16,16,420,500,23460,23540,80,23,0.0,27
LPPTA15M,23,2019-07-15T08:40:00.000Z,2019-07-15T10:00:00.000Z,LPPT,AD,A,10,20,7,9,9,520,600,13480,13560,80,23,0.0,39
LPPTA30,23,2019-06-30T09:00:00.000Z,2019-06-30T13:40:00.000Z,LPPT,AD,A,6,20,7,25,25,540,820,36540,36820,280,23,0.0,47
LPPTA23,20,2019-06-23T14:00:00.000Z,2019-06-23T15:00:00.000Z,LPPT,AD,A,10,20,7,4,4,840,900,6600,6660,60,23,0.13043478260869565,98
LPPTA05A,21,2019-07-05T15:00:00.000Z,2019-07-05T19:00:00.000Z,LPPT,AD,A,10,20,7,26,26,900,1140,38340,38580,240,23,0.08695652173913043,90
LPPTA23,12,2019-06-23T07:20:00.000Z,2019-06-23T11:10:00.000Z,LPPT,AD,A,10,20,7,4,4,440,670,6200,6430,230,23,0.4782608695652174,98
LPPTA22N,23,2019-06-22T20:20:00.000Z,2019-06-22T22:40:00.000Z,LPPT,AD,A,10,20,7,14,14,1220,1360,21380,21520,140,23,0.0,17
LPPTA29,17,2019-06-29T13:00:00.000Z,2019-06-29T13:15:00.000Z,LPPT,AD,A,10,20,7,27,27,780,795,39660,39675,15,23,0.2608695652173913,148
LPPTA27L,23,2019-06-27T20:40:00.000Z,2019-06-27T22:20:00.000Z,LPPT,AD,A,10,20,7,5,5,1240,1340,8440,8540,100,23,0.0,16
LPPTA14L,23,2019-07-14T20:20:00.000Z,2019-07-14T22:20:00.000Z,LPPT,AD,A,10,20,7,15,15,1220,1340,22820,22940,120,23,0.0,43
LPPTA05A,23,2019-07-05T14:20:00.000Z,2019-07-05T15:00:00.000Z,LPPT,AD,A,10,20,7,26,26,860,900,38300,38340,40,23,0.0,90
LPPTA23,17,2019-06-23T11:10:00.000Z,2019-06-23T14:00:00.000Z,LPPT,AD,A,10,20,7,4,4,670,840,6430,6600,170,23,0.2608695652173913,98
LPPTA10,17,2019-07-10T16:30:00.000Z,2019-07-10T17:00:00.000Z,LPPT,AD,A,6,20,7,24,24,990,1020,35550,35580,30,23,0.2608695652173913,110
LPPTA10E,20,2019-07-10T06:00:00.000Z,2019-07-10T08:00:00.000Z,LPPT,AD,A,10,20,7,24,24,360,480,34920,35040,120,23,0.13043478260869565,25
LPPTA25M,23,2019-06-25T12:00:00.000Z,2019-06-25T15:30:00.000Z,LPPT,AD,A,10,20,7,22,22,720,930,32400,32610,210,23,0.0,48
LPPTA02A,23,2019-07-02T20:40:00.000Z,2019-07-02T22:00:00.000Z,LPPT,AD,A,10,20,7,12,12,1240,1320,18520,18600,80,23,0.0,29
LPPTA24,23,2019-06-24T17:00:00.000Z,2019-06-24T19:20:00.000Z,LPPT,AD,A,10,20,7,21,21,1020,1160,31260,31400,140,23,0.0,114
LPPTA28A,23,2019-06-28T18:20:00.000Z,2019-06-28T23:00:00.000Z,LPPT,AD,A,10,20,7,10,10,1100,1380,15500,15780,280,23,0.0,107
LPPTA28,17,2019-06-28T09:00:00.000Z,2019-06-28T12:00:00.000Z,LPPT,AD,A,6,20,7,10,10,540,720,14940,15120,180,23,0.2608695652173913,155
LPPTA26M,20,2019-06-26T12:40:00.000Z,2019-06-26T13:30:00.000Z,LPPT,AD,A,10,20,7,8,8,760,810,12280,12330,50,23,0.13043478260869565,79
LPPTA09,20,2019-07-09T06:00:00.000Z,2019-07-09T10:00:00.000Z,LPPT,AD,A,10,20,7,7,7,360,600,10440,10680,240,23,0.13043478260869565,163
LPPTA17N,23,2019-07-17T20:40:00.000Z,2019-07-17T22:00:00.000Z,LPPT,AD,A,10,20,7,3,3,1240,1320,5560,5640,80,23,0.0,11
LPPTA04M,23,2019-07-04T12:20:00.000Z,2019-07-04T13:20:00.000Z,LPPT,AD,A,10,20,7,6,6,740,800,9380,9440,60,23,0.0,73
LPPTA28A,20,2019-06-28T17:40:00.000Z,2019-06-28T18:20:00.000Z,LPPT,AD,A,10,20,7,10,10,1060,1100,15460,15500,40,23,0.13043478260869565,107
LPPTA28E,20,2019-06-28T06:00:00.000Z,2019-06-28T08:00:00.000Z,LPPT,AD,A,10,20,7,10,10,360,480,14760,14880,120,23,0.13043478260869565,18
LPPTA14A,23,2019-07-14T17:20:00.000Z,2019-07-14T19:00:00.000Z,LPPT,AD,A,10,20,7,15,15,1040,1140,22640,22740,100,23,0.0,20
LPPTA23A,23,2019-06-23T19:00:00.000Z,2019-06-23T23:00:00.000Z,LPPT,AD,A,10,20,7,4,4,1140,1380,6900,7140,240,23,0.0,84
LPPTA11A,17,2019-07-11T16:30:00.000Z,2019-07-11T19:00:00.000Z,LPPT,AD,A,10,20,7,20,20,990,1140,29790,29940,150,23,0.2608695652173913,92
LPPTA21M,20,2019-06-21T06:00:00.000Z,2019-06-21T06:10:00.000Z,LPPT,AD,A,10,20,7,2,2,360,370,3240,3250,10,23,0.13043478260869565,23
LPPTA07M,23,2019-07-07T11:20:00.000Z,2019-07-07T12:40:00.000Z,LPPT,AD,A,10,20,7,0,0,680,760,680,760,80,23,0.0,64
LPPTA12A,20,2019-07-12T12:00:00.000Z,2019-07-12T13:30:00.000Z,LPPT,AD,A,10,20,7,16,16,720,810,23760,23850,90,23,0.13043478260869565,29
LPPTA26M,23,2019-06-26T11:20:00.000Z,2019-06-26T12:40:00.000Z,LPPT,AD,A,10,20,7,8,8,680,760,12200,12280,80,23,0.0,79
LPPTA30N,23,2019-06-30T21:00:00.000Z,2019-06-30T22:40:00.000Z,LPPT,AD,A,10,20,7,25,25,1260,1360,37260,37360,100,23,0.0,39
LPPTA27E,23,2019-06-27T08:00:00.000Z,2019-06-27T09:00:00.000Z,LPPT,AD,A,10,20,7,5,5,480,540,7680,7740,60,18,-0.2777777777777778,42
LPPTA12N,17,2019-07-12T16:20:00.000Z,2019-07-12T23:59:00.000Z,LPPT,AD,A,10,20,7,16,16,980,1439,24020,24479,459,23,0.2608695652173913,98
LPPTA06M,21,2019-07-06T07:20:00.000Z,2019-07-06T14:00:00.000Z,LPPT,AD,A,10,20,7,13,13,440,840,19160,19560,400,23,0.08695652173913043,53
LPPTA26,20,2019-06-26T06:00:00.000Z,2019-06-26T08:00:00.000Z,LPPT,AD,A,10,20,7,8,8,360,480,11880,12000,120,23,0.13043478260869565,87
LPPTA20L,18,2019-06-20T22:20:00.000Z,2019-06-20T23:00:00.000Z,LPPT,AD,A,10,20,7,18,18,1340,1380,27260,27300,40,23,0.21739130434782608,16
LPPTA28,20,2019-06-28T12:00:00.000Z,2019-06-28T12:30:00.000Z,LPPT,AD,A,6,20,7,10,10,720,750,15120,15150,30,23,0.13043478260869565,155
LPPTA13A,23,2019-07-13T20:00:00.000Z,2019-07-13T22:00:00.000Z,LPPT,AD,A,10,20,7,17,17,1200,1320,25680,25800,120,23,0.0,15
LPPTA24,17,2019-06-24T09:00:00.000Z,2019-06-24T12:20:00.000Z,LPPT,AD,A,10,20,7,21,21,540,740,30780,30980,200,23,0.2608695652173913,114
LPPTA17,20,2019-07-17T06:00:00.000Z,2019-07-17T09:00:00.000Z,LPPT,AD,A,10,20,7,3,3,360,540,4680,4860,180,23,0.13043478260869565,103
LPPTA11M,23,2019-07-11T06:20:00.000Z,2019-07-11T08:20:00.000Z,LPPT,AD,A,10,20,7,20,20,380,500,29180,29300,120,23,0.0,24
LPPTA02,23,2019-07-02T12:00:00.000Z,2019-07-02T12:40:00.000Z,LPPT,AD,A,10,20,7,12,12,720,760,18000,18040,40,23,0.0,122
LPPTA02,23,2019-07-02T15:40:00.000Z,2019-07-02T19:00:00.000Z,LPPT,AD,A,10,20,7,12,12,940,1140,18220,18420,200,23,0.0,122
LPPTA17,17,2019-07-17T13:40:00.000Z,2019-07-17T15:40:00.000Z,LPPT,AD,A,10,20,7,3,3,820,940,5140,5260,120,23,0.2608695652173913,103
LPPTA05,23,2019-07-05T11:40:00.000Z,2019-07-05T13:00:00.000Z,LPPT,AD,A,10,20,7,26,26,700,780,38140,38220,80,23,0.0,15
CPPTAR01,60,2019-07-01T12:24:00.000Z,2019-07-01T13:06:00.000Z,LPPT,AD,A,10,20,7,19,19,744,786,28104,28146,42,23,-1.608695652173913,2
LPPTA27A,20,2019-06-27T16:30:00.000Z,2019-06-27T19:00:00.000Z,LPPT,AD,A,6,20,7,5,5,990,1140,8190,8340,150,23,0.13043478260869565,37
LPPTA24,23,2019-06-24T12:20:00.000Z,2019-06-24T13:45:00.000Z,LPPT,AD,A,10,20,7,21,21,740,825,30980,31065,85,23,0.0,114
LPPTA13,20,2019-07-13T11:00:00.000Z,2019-07-13T16:00:00.000Z,LPPT,AD,A,10,20,7,17,17,660,960,25140,25440,300,23,0.13043478260869565,99
LPPTA07A,23,2019-07-07T17:40:00.000Z,2019-07-07T18:00:00.000Z,LPPT,AD,A,10,20,7,0,0,1060,1080,1060,1080,20,23,0.0,22
LPPTA03,20,2019-07-03T15:40:00.000Z,2019-07-03T16:20:00.000Z,LPPT,AD,A,10,20,7,1,1,940,980,2380,2420,40,23,0.13043478260869565,147
LPPTA11A,18,2019-07-11T22:30:00.000Z,2019-07-11T23:20:00.000Z,LPPT,AD,A,10,20,7,20,20,1350,1400,30150,30200,50,23,0.21739130434782608,92
LPPTA03,17,2019-07-03T12:50:00.000Z,2019-07-03T15:40:00.000Z,LPPT,AD,A,10,20,7,1,1,770,940,2210,2380,170,23,0.2608695652173913,147
LPPTA28,17,2019-06-28T12:30:00.000Z,2019-06-28T15:00:00.000Z,LPPT,AD,A,6,20,7,10,10,750,900,15150,15300,150,23,0.2608695652173913,155
LPPTA17,23,2019-07-17T09:00:00.000Z,2019-07-17T13:40:00.000Z,LPPT,AD,A,10,20,7,3,3,540,820,4860,5140,280,23,0.0,103
LPPTA15,23,2019-07-15T12:00:00.000Z,2019-07-15T13:30:00.000Z,LPPT,AD,A,6,20,7,9,9,720,810,13680,13770,90,23,0.0,73
LPPTA16,23,2019-07-16T11:20:00.000Z,2019-07-16T14:28:00.000Z,LPPT,AD,A,10,20,7,23,23,680,868,33800,33988,188,23,0.0,24
LPPTA23A,21,2019-06-23T15:00:00.000Z,2019-06-23T16:00:00.000Z,LPPT,AD,A,10,20,7,4,4,900,960,6660,6720,60,23,0.08695652173913043,84
LPPTA29,17,2019-06-29T09:30:00.000Z,2019-06-29T12:00:00.000Z,LPPT,AD,A,10,20,7,27,27,570,720,39450,39600,150,23,0.2608695652173913,148
LPPTA12M,17,2019-07-12T09:50:00.000Z,2019-07-12T12:00:00.000Z,LPPT,AD,A,10,20,7,16,16,590,720,23630,23760,130,23,0.2608695652173913,75
LPPTA11A,23,2019-07-11T19:00:00.000Z,2019-07-11T20:00:00.000Z,LPPT,AD,A,10,20,7,20,20,1140,1200,29940,30000,60,23,0.0,92
LPPTA20M,17,2019-06-20T08:00:00.000Z,2019-06-20T11:40:00.000Z,LPPT,AD,A,10,20,7,18,18,480,700,26400,26620,220,23,0.2608695652173913,54
LPPTA24N,18,2019-06-24T22:00:00.000Z,2019-06-24T23:40:00.000Z,LPPT,AD,A,10,20,7,21,21,1320,1420,31560,31660,100,23,0.21739130434782608,30
LPPTA27,17,2019-06-27T09:00:00.000Z,2019-06-27T11:40:00.000Z,LPPT,AD,A,10,20,7,5,5,540,700,7740,7900,160,23,0.2608695652173913,143
LPPTA14M,23,2019-07-14T11:00:00.000Z,2019-07-14T13:00:00.000Z,LPPT,AD,A,10,20,7,15,15,660,780,22260,22380,120,23,0.0,80
LPPTA14,20,2019-07-14T06:20:00.000Z,2019-07-14T09:00:00.000Z,LPPT,AD,A,10,20,7,15,15,380,540,21980,22140,160,23,0.13043478260869565,48
LPPTA11,20,2019-07-11T13:00:00.000Z,2019-07-11T14:00:00.000Z,LPPT,AD,A,10,20,7,20,20,780,840,29580,29640,60,23,0.13043478260869565,13
LPPTA08M,23,2019-07-08T13:40:00.000Z,2019-07-08T14:40:00.000Z,LPPT,AD,A,10,20,7,11,11,820,880,16660,16720,60,23,0.0,67
LPPTA06M,20,2019-07-06T06:20:00.000Z,2019-07-06T07:20:00.000Z,LPPT,AD,A,10,20,7,13,13,380,440,19100,19160,60,23,0.13043478260869565,53
LPPTA03,21,2019-07-03T11:50:00.000Z,2019-07-03T12:50:00.000Z,LPPT,AD,A,10,20,7,1,1,710,770,2150,2210,60,23,0.08695652173913043,147
LPPTA04M,17,2019-07-04T10:00:00.000Z,2019-07-04T12:20:00.000Z,LPPT,AD,A,10,20,7,6,6,600,740,9240,9380,140,23,0.2608695652173913,73
LPPTA29,23,2019-06-29T12:00:00.000Z,2019-06-29T13:00:00.000Z,LPPT,AD,A,10,20,7,27,27,720,780,39600,39660,60,23,0.0,148
LPPTA10L,23,2019-07-10T19:20:00.000Z,2019-07-10T22:20:00.000Z,LPPT,AD,A,10,20,7,24,24,1160,1340,35720,35900,180,23,0.0,54
LPPTA02,17,2019-07-02T09:20:00.000Z,2019-07-02T12:00:00.000Z,LPPT,AD,A,10,20,7,12,12,560,720,17840,18000,160,23,0.2608695652173913,122
LPPTA29L,23,2019-06-29T20:40:00.000Z,2019-06-29T22:00:00.000Z,LPPT,AD,A,10,20,7,27,27,1240,1320,40120,40200,80,23,0.0,9
LPPTA08M,20,2019-07-08T11:00:00.000Z,2019-07-08T13:40:00.000Z,LPPT,AD,A,10,20,7,11,11,660,820,16500,16660,160,23,0.13043478260869565,67
LPPTA02,17,2019-07-02T12:40:00.000Z,2019-07-02T15:40:00.000Z,LPPT,AD,A,10,20,7,12,12,760,940,18040,18220,180,23,0.2608695652173913,122
LPPTA29,20,2019-06-29T13:15:00.000Z,2019-06-29T18:30:00.000Z,LPPT,AD,A,10,20,7,27,27,795,1110,39675,39990,315,23,0.13043478260869565,148
LPPTA23A,20,2019-06-23T16:00:00.000Z,2019-06-23T19:00:00.000Z,LPPT,AD,A,10,20,7,4,4,960,1140,6720,6900,180,23,0.13043478260869565,84
LPPTA01,23,2019-07-01T20:40:00.000Z,2019-07-01T23:00:00.000Z,LPPT,AD,A,10,20,7,19,19,1240,1380,28600,28740,140,23,0.0,122
LPPTA20,23,2019-06-20T11:40:00.000Z,2019-06-20T17:40:00.000Z,LPPT,AD,A,10,20,7,18,18,700,1060,26620,26980,360,23,0.0,79
LPPTA25E,20,2019-06-25T06:00:00.000Z,2019-06-25T10:00:00.000Z,LPPT,AD,A,10,20,7,22,22,360,600,32040,32280,240,23,0.13043478260869565,29
LPPTA15A,23,2019-07-15T16:20:00.000Z,2019-07-15T23:00:00.000Z,LPPT,AD,A,10,20,7,9,9,980,1380,13940,14340,400,23,0.0,53
LPPTA16M,20,2019-07-16T06:00:00.000Z,2019-07-16T08:20:00.000Z,LPPT,AD,A,10,20,7,23,23,360,500,33480,33620,140,23,0.13043478260869565,28
LPPTA15,17,2019-07-15T10:00:00.000Z,2019-07-15T12:00:00.000Z,LPPT,AD,A,6,20,7,9,9,600,720,13560,13680,120,23,0.2608695652173913,73
LPPTA10,17,2019-07-10T13:00:00.000Z,2019-07-10T15:30:00.000Z,LPPT,AD,A,6,20,7,24,24,780,930,35340,35490,150,23,0.2608695652173913,110
LPPTA04,20,2019-07-04T06:00:00.000Z,2019-07-04T08:40:00.000Z,LPPT,AD,A,10,20,7,6,6,360,520,9000,9160,160,23,0.13043478260869565,71
LPPTA26M,17,2019-06-26T13:30:00.000Z,2019-06-26T17:00:00.000Z,LPPT,AD,A,10,20,7,8,8,810,1020,12330,12540,210,23,0.2608695652173913,79
LPPTA03E,20,2019-07-03T06:00:00.000Z,2019-07-03T08:00:00.000Z,LPPT,AD,A,10,20,7,1,1,360,480,1800,1920,120,23,0.13043478260869565,40
LPPTA16A,17,2019-07-16T16:30:00.000Z,2019-07-16T19:20:00.000Z,LPPT,AD,A,10,20,7,23,23,990,1160,34110,34280,170,23,0.2608695652173913,60
LPPTA17A,20,2019-07-17T15:40:00.000Z,2019-07-17T19:00:00.000Z,LPPT,AD,A,10,20,7,3,3,940,1140,5260,5460,200,23,0.13043478260869565,19
LPPTA10,23,2019-07-10T15:30:00.000Z,2019-07-10T16:30:00.000Z,LPPT,AD,A,6,20,7,24,24,930,990,35490,35550,60,23,0.0,110
LPPTA07A,20,2019-07-07T16:00:00.000Z,2019-07-07T17:40:00.000Z,LPPT,AD,A,10,20,7,0,0,960,1060,960,1060,100,23,0.13043478260869565,22
LPPTA27,20,2019-06-27T11:40:00.000Z,2019-06-27T13:40:00.000Z,LPPT,AD,A,10,20,7,5,5,700,820,7900,8020,120,23,0.13043478260869565,143
LPPTA03,17,2019-07-03T09:20:00.000Z,2019-07-03T11:50:00.000Z,LPPT,AD,A,10,20,7,1,1,560,710,2000,2150,150,23,0.2608695652173913,147
LPPTA10,20,2019-07-10T17:00:00.000Z,2019-07-10T19:20:00.000Z,LPPT,AD,A,6,20,7,24,24,1020,1160,35580,35720,140,23,0.13043478260869565,110
LPPTA06A,23,2019-07-06T20:20:00.000Z,2019-07-06T22:00:00.000Z,LPPT,AD,A,10,20,7,13,13,1220,1320,19940,20040,100,23,0.0,42
LPPTA27,17,2019-06-27T13:40:00.000Z,2019-06-27T16:30:00.000Z,LPPT,AD,A,10,20,7,5,5,820,990,8020,8190,170,23,0.2608695652173913,143
LPPTA21,23,2019-06-21T06:00:00.000Z,2019-06-21T08:00:00.000Z,LPPT,AD,A,10,20,7,2,2,360,480,3240,3360,120,23,0.0,24
LPPTA12,15,2019-07-12T13:30:00.000Z,2019-07-12T16:00:00.000Z,LPPT,AD,A,6,20,7,16,16,810,960,23850,24000,150,23,0.34782608695652173,51
LPPTA03L,20,2019-07-03T16:20:00.000Z,2019-07-03T17:00:00.000Z,LPPT,AD,A,10,20,7,1,1,980,1020,2420,2460,40,23,0.13043478260869565,24
LPPTA09A,17,2019-07-09T13:00:00.000Z,2019-07-09T16:00:00.000Z,LPPT,AD,A,10,20,7,7,7,780,960,10860,11040,180,23,0.2608695652173913,34
LPPTA06A,18,2019-07-06T22:00:00.000Z,2019-07-06T23:00:00.000Z,LPPT,AD,A,10,20,7,13,13,1320,1380,20040,20100,60,23,0.21739130434782608,42
LPPTA26N,23,2019-06-26T20:40:00.000Z,2019-06-26T22:40:00.000Z,LPPT,AD,A,10,20,7,8,8,1240,1360,12760,12880,120,23,0.0,10
LSGCA09E,3,2019-07-09T06:20:00.000Z,2019-07-09T08:20:00.000Z,LSGC,AD,A,14,20,7,7,7,380,500,10460,10580,120,3,0.0,0
LSGCA26M,3,2019-06-26T07:40:00.000Z,2019-06-26T09:00:00.000Z,LSGC,AD,A,14,20,7,8,8,460,540,11980,12060,80,3,0.0,0
LSGCA17,3,2019-07-17T08:00:00.000Z,2019-07-17T09:00:00.000Z,LSGC,AD,A,14,20,7,3,3,480,540,4800,4860,60,3,0.0,0
LSGGA10A,22,2019-07-10T14:30:00.000Z,2019-07-10T15:00:00.000Z,LSGG/LFI,AZ,A,10,20,7,24,24,870,900,35430,35460,30,25,0.12,0
LSGGA24,25,2019-06-24T15:00:00.000Z,2019-06-24T16:20:00.000Z,LSGG/LFI,AZ,A,10,20,7,21,21,900,980,31140,31220,80,25,0.0,0
LSGGA15,22,2019-07-15T07:40:00.000Z,2019-07-15T10:20:00.000Z,LSGG/LFI,AZ,A,10,20,7,9,9,460,620,13420,13580,160,25,0.12,0
LSGGA26A,25,2019-06-26T15:00:00.000Z,2019-06-26T16:00:00.000Z,LSGG/LFI,AZ,A,10,20,7,8,8,900,960,12420,12480,60,25,0.0,0
LSGGA06L,7,2019-07-06T20:40:00.000Z,2019-07-06T21:23:00.000Z,LSGG/LFI,AZ,A,20,20,7,13,13,1240,1283,19960,20003,43,17,0.5882352941176471,0
LSGGA23N,22,2019-06-23T17:50:00.000Z,2019-06-23T19:00:00.000Z,LSGG/LFI,AZ,A,10,20,7,4,4,1070,1140,6830,6900,70,22,0.0,0
LSAGA01A,10,2019-07-01T22:00:00.000Z,2019-07-01T22:35:00.000Z,LSGG/LFI,AZ,A,4,20,7,19,19,1320,1355,28680,28715,35,10,0.0,0
LSGGA20,15,2019-06-20T05:40:00.000Z,2019-06-20T06:30:00.000Z,LSGG/LFI,AZ,A,10,20,7,18,18,340,390,26260,26310,50,17,0.11764705882352941,0
LSGGA02A,22,2019-07-02T14:00:00.000Z,2019-07-02T16:40:00.000Z,LSGG/LFI,AZ,A,10,20,7,12,12,840,1000,18120,18280,160,25,0.12,0
LSGGA23N,25,2019-06-23T16:20:00.000Z,2019-06-23T17:50:00.000Z,LSGG/LFI,AZ,A,10,20,7,4,4,980,1070,6740,6830,90,22,-0.13636363636363635,0
LSGGA03,16,2019-07-03T15:00:00.000Z,2019-07-03T15:30:00.000Z,LSGG/LFI,AZ,A,8,20,7,1,1,900,930,2340,2370,30,25,0.36,0
LSGGA30,25,2019-06-30T15:00:00.000Z,2019-06-30T16:45:00.000Z,LSGG/LFI,AZ,A,9,20,7,25,25,900,1005,36900,37005,105,25,0.0,0
LSGGA21,10,2019-06-21T16:00:00.000Z,2019-06-21T17:00:00.000Z,LSGG/LFI,AZ,A,10,20,7,2,2,960,1020,3840,3900,60,25,0.6,0
LSGGA29A,20,2019-06-29T14:00:00.000Z,2019-06-29T14:10:00.000Z,LSGG/LFI,AZ,A,10,20,7,27,27,840,850,39720,39730,10,25,0.2,0
LSGGA01A,17,2019-07-01T18:00:00.000Z,2019-07-01T18:35:00.000Z,LSGG/LFI,AZ,A,10,20,7,19,19,1080,1115,28440,28475,35,22,0.22727272727272727,0
LSGGA08A,22,2019-07-08T14:00:00.000Z,2019-07-08T17:00:00.000Z,LSGG/LFI,AZ,A,10,20,7,11,11,840,1020,16680,16860,180,25,0.12,0
LSGGA01A,22,2019-07-01T15:30:00.000Z,2019-07-01T17:00:00.000Z,LSGG/LFI,AZ,A,10,20,7,19,19,930,1020,28290,28380,90,22,0.0,0
LSGGA13,22,2019-07-13T14:20:00.000Z,2019-07-13T15:40:00.000Z,LSGG/LFI,AZ,A,10,20,7,17,17,860,940,25340,25420,80,25,0.12,0
LSGGA07M,20,2019-07-07T08:00:00.000Z,2019-07-07T09:40:00.000Z,LSGG/LFI,AZ,A,10,20,7,0,0,480,580,480,580,100,25,0.2,0
LSGGA12,25,2019-07-12T14:20:00.000Z,2019-07-12T15:04:00.000Z,LSGG/LFI,AZ,A,10,20,7,16,16,860,904,23900,23944,44,25,0.0,0
LSGGA23M,25,2019-06-23T07:40:00.000Z,2019-06-23T08:00:00.000Z,LSGG/LFI,AZ,A,10,20,7,4,4,460,480,6220,6240,20,25,0.0,0
LSGGA28A,25,2019-06-28T14:40:00.000Z,2019-06-28T16:20:00.000Z,LSGG/LFI,AZ,A,10,20,7,10,10,880,980,15280,15380,100,25,0.0,0
LSGGA14A,22,2019-07-14T15:00:00.000Z,2019-07-14T18:20:00.000Z,LSGG/LFI,AZ,A,10,20,7,15,15,900,1100,22500,22700,200,25,0.12,0
LSGGA07M,22,2019-07-07T09:40:00.000Z,2019-07-07T10:20:00.000Z,LSGG/LFI,AZ,A,10,20,7,0,0,580,620,580,620,40,25,0.12,0
LSGGA22X,18,2019-06-22T15:40:00.000Z,2019-06-22T16:00:00.000Z,LSGG/LFI,AZ,A,10,20,7,14,14,940,960,21100,21120,20,25,0.28,0
LSGGA06L,12,2019-07-06T19:20:00.000Z,2019-07-06T20:40:00.000Z,LSGG/LFI,AZ,A,20,20,7,13,13,1160,1240,19880,19960,80,17,0.29411764705882354,0
LSGGA05,22,2019-07-05T09:30:00.000Z,2019-07-05T10:00:00.000Z,LSGG/LFI,AZ,A,10,20,7,26,26,570,600,38010,38040,30,25,0.12,0
LSGGA16,22,2019-07-16T15:00:00.000Z,2019-07-16T17:40:00.000Z,LSGG/LFI,AZ,A,10,20,7,23,23,900,1060,34020,34180,160,25,0.12,0
LSGGA11A,22,2019-07-11T14:30:00.000Z,2019-07-11T15:00:00.000Z,LSGG/LFI,AZ,A,10,20,7,20,20,870,900,29670,29700,30,25,0.12,0
LSGGA06M,22,2019-07-06T15:00:00.000Z,2019-07-06T17:00:00.000Z,LSGG/LFI,AZ,A,10,20,7,13,13,900,1020,19620,19740,120,25,0.12,0
LSGGA21,20,2019-06-21T17:00:00.000Z,2019-06-21T20:00:00.000Z,LSGG/LFI,AZ,A,10,20,7,2,2,1020,1200,3900,4080,180,25,0.2,0
LSGGA08E,20,2019-07-08T08:00:00.000Z,2019-07-08T09:40:00.000Z,LSGG/LFI,AZ,A,10,20,7,11,11,480,580,16320,16420,100,25,0.2,0
LSGGA11A,25,2019-07-11T14:00:00.000Z,2019-07-11T14:30:00.000Z,LSGG/LFI,AZ,A,10,20,7,20,20,840,870,29640,29670,30,25,0.0,0
