RegulationID,Capacity,StartTimestamp,EndTimestamp,ReferenceLocationName,ReferenceLocationType,ReferenceLocationRole,SlotWindowWidth,SlotSliceWidth,month,day_start,day_end,min_start,min_end,start,end,duration,initial_capacity,capacity_reduction,n_flights
EGACA10M,4,2019-07-10T07:10:00.000Z,2019-07-10T09:30:00.000Z,EGAC,AD,A,20,20,7,24,24,430,570,34990,35130,140,6,0.3333333333333333,0
EGCCA03E,28,2019-07-03T06:00:00.000Z,2019-07-03T06:59:00.000Z,EGCC,AD,A,10,20,7,1,1,360,419,1800,1859,59,32,0.125,9
EGCCA04A,15,2019-07-04T12:00:00.000Z,2019-07-04T12:55:00.000Z,EGCC,AD,A,10,20,7,6,6,720,775,9360,9415,55,32,0.53125,10
EGGWA27L,15,2019-06-27T20:00:00.000Z,2019-06-27T22:56:00.000Z,EGGW,AD,A,10,20,7,5,5,1200,1376,8400,8576,176,18,0.16666666666666666,0
EGGWA25A,12,2019-06-25T10:40:00.000Z,2019-06-25T13:20:00.000Z,EGGW,AD,A,10,20,7,22,22,640,800,32320,32480,160,18,0.3333333333333333,0
EGGWA25,18,2019-06-25T11:20:00.000Z,2019-06-25T11:40:00.000Z,EGGW,AD,A,10,20,7,22,22,680,700,32360,32380,20,18,0.0,0
EGGWA12,14,2019-07-12T20:00:00.000Z,2019-07-12T20:10:00.000Z,EGGW,AD,A,10,20,7,16,16,1200,1210,24240,24250,10,18,0.2222222222222222,0
EGGWA08M,20,2019-07-08T11:00:00.000Z,2019-07-08T12:26:00.000Z,EGGW,AD,A,10,20,7,11,11,660,746,16500,16586,86,18,-0.1111111111111111,0
EGGWA23A,18,2019-06-23T16:00:00.000Z,2019-06-23T16:10:00.000Z,EGGW,AD,A,10,20,7,4,4,960,970,6720,6730,10,18,0.0,0
EGGWA11,18,2019-07-11T16:20:00.000Z,2019-07-11T17:54:00.000Z,EGGW,AD,A,10,20,7,20,20,980,1074,29780,29874,94,18,0.0,0
EGGWA29,10,2019-06-29T05:20:00.000Z,2019-06-29T07:01:00.000Z,EGGW,AD,A,10,20,7,27,27,320,421,39200,39301,101,12,0.16666666666666666,0
EGGWA26,10,2019-06-26T05:40:00.000Z,2019-06-26T07:30:00.000Z,EGGW,AD,A,10,20,7,8,8,340,450,11860,11970,110,12,0.16666666666666666,0
EGGWA24A,18,2019-06-24T15:20:00.000Z,2019-06-24T18:40:00.000Z,EGGW,AD,A,10,20,7,21,21,920,1120,31160,31360,200,18,0.0,0
EGGWA25E,15,2019-06-25T21:00:00.000Z,2019-06-25T22:16:00.000Z,EGGW,AD,A,10,20,7,22,22,1260,1336,32940,33016,76,18,0.16666666666666666,0
EGGWA01L,15,2019-07-01T22:00:00.000Z,2019-07-01T22:37:00.000Z,EGGW,AD,A,10,20,7,19,19,1320,1357,28680,28717,37,18,0.16666666666666666,0
EGGWA21,18,2019-06-21T16:00:00.000Z,2019-06-21T18:21:00.000Z,EGGW,AD,A,10,20,7,2,2,960,1101,3840,3981,141,18,0.0,0
EGGWA26N,15,2019-06-26T19:40:00.000Z,2019-06-26T20:48:00.000Z,EGGW,AD,A,10,20,7,8,8,1180,1248,12700,12768,68,18,0.16666666666666666,0
EGGWA21A,12,2019-06-21T19:30:00.000Z,2019-06-21T19:40:00.000Z,EGGW,AD,A,10,20,7,2,2,1170,1180,4050,4060,10,18,0.3333333333333333,0
EGGWA15,18,2019-07-15T15:20:00.000Z,2019-07-15T15:30:00.000Z,EGGW,AD,A,10,20,7,9,9,920,930,13880,13890,10,18,0.0,0
EGGWA17N,10,2019-07-17T21:00:00.000Z,2019-07-17T22:38:00.000Z,EGGW,AD,A,10,20,7,3,3,1260,1358,5580,5678,98,18,0.4444444444444444,0
EGGWA25A,15,2019-06-25T13:20:00.000Z,2019-06-25T17:19:00.000Z,EGGW,AD,A,10,20,7,22,22,800,1039,32480,32719,239,18,0.16666666666666666,0
EGKKA30L,32,2019-06-30T21:00:00.000Z,2019-06-30T23:00:00.000Z,EGKK,AD,A,10,20,7,25,25,1260,1380,37260,37380,120,26,-0.23076923076923078,19
EGKKA27M,24,2019-06-27T06:00:00.000Z,2019-06-27T08:20:00.000Z,EGKK,AD,A,10,20,7,5,5,360,500,7560,7700,140,26,0.07692307692307693,21
EGKKA10L,24,2019-07-10T19:20:00.000Z,2019-07-10T23:00:00.000Z,EGKK,AD,A,10,20,7,24,24,1160,1380,35720,35940,220,26,0.07692307692307693,52
EGKKA05,28,2019-07-05T17:20:00.000Z,2019-07-05T19:20:00.000Z,EGKK,AD,A,10,20,7,26,26,1040,1160,38480,38600,120,26,-0.07692307692307693,205
EGKKA28X,22,2019-06-28T22:30:00.000Z,2019-06-28T23:43:00.000Z,EGKK,AD,A,10,20,7,10,10,1350,1423,15750,15823,73,26,0.15384615384615385,26
EGKKA21L,18,2019-06-21T22:00:00.000Z,2019-06-21T22:34:00.000Z,EGKK,AD,A,10,20,7,2,2,1320,1354,4200,4234,34,26,0.3076923076923077,15
EGKKA25E,35,2019-06-25T20:40:00.000Z,2019-06-25T20:57:00.000Z,EGKK,AD,A,6,20,7,22,22,1240,1257,32920,32937,17,26,-0.34615384615384615,112
EGKKA25,22,2019-06-25T06:00:00.000Z,2019-06-25T08:36:00.000Z,EGKK,AD,A,10,20,7,22,22,360,516,32040,32196,156,26,0.15384615384615385,110
EGKKA30M,24,2019-06-30T06:00:00.000Z,2019-06-30T07:37:00.000Z,EGKK,AD,A,10,20,7,25,25,360,457,36360,36457,97,26,0.07692307692307693,24
EGKKA17A,28,2019-07-17T11:40:00.000Z,2019-07-17T13:02:00.000Z,EGKK,AD,A,10,20,7,3,3,700,782,5020,5102,82,26,-0.07692307692307693,28
CPEGKK27,60,2019-06-27T21:46:00.000Z,2019-06-27T22:25:00.000Z,EGKK,AD,A,10,20,7,5,5,1306,1345,8506,8545,39,26,-1.3076923076923077,2
EGKKA12,26,2019-07-12T11:40:00.000Z,2019-07-12T19:56:00.000Z,EGKK,AD,A,10,20,7,16,16,700,1196,23740,24236,496,26,0.0,245
EGKKA03,26,2019-07-03T09:20:00.000Z,2019-07-03T12:51:00.000Z,EGKK,AD,A,10,20,7,1,1,560,771,2000,2211,211,26,0.0,123
EGKKA02N,21,2019-07-02T22:00:00.000Z,2019-07-02T23:00:00.000Z,EGKK,AD,A,10,20,7,12,12,1320,1380,18600,18660,60,26,0.19230769230769232,21
EGKKA14M,24,2019-07-14T05:30:00.000Z,2019-07-14T07:23:00.000Z,EGKK,AD,A,10,20,7,15,15,330,443,21930,22043,113,26,0.07692307692307693,52
EGKKA15N,24,2019-07-15T21:40:00.000Z,2019-07-15T22:54:00.000Z,EGKK,AD,A,10,20,7,9,9,1300,1374,14260,14334,74,26,0.07692307692307693,59
EGKKA27L,24,2019-06-27T22:00:00.000Z,2019-06-27T22:56:00.000Z,EGKK,AD,A,10,20,7,5,5,1320,1376,8520,8576,56,26,0.07692307692307693,4
EGKKA22D,26,2019-06-22T10:00:00.000Z,2019-06-22T13:27:00.000Z,EGKK,AD,A,10,20,7,14,14,600,807,20760,20967,207,26,0.0,55
EGKKA22D,24,2019-06-22T09:00:00.000Z,2019-06-22T10:00:00.000Z,EGKK,AD,A,10,20,7,14,14,540,600,20700,20760,60,26,0.07692307692307693,55
EGKKA29,24,2019-06-29T06:30:00.000Z,2019-06-29T07:48:00.000Z,EGKK,AD,A,10,20,7,27,27,390,468,39270,39348,78,26,0.07692307692307693,262
EGKKA29M,28,2019-06-29T11:20:00.000Z,2019-06-29T14:20:00.000Z,EGKK,AD,A,10,20,7,27,27,680,860,39560,39740,180,26,-0.07692307692307693,48
EGKKA30,26,2019-06-30T12:00:00.000Z,2019-06-30T15:11:00.000Z,EGKK,AD,A,10,20,7,25,25,720,911,36720,36911,191,26,0.0,332
EGKKA11,26,2019-07-11T10:40:00.000Z,2019-07-11T15:00:00.000Z,EGKK,AD,A,10,20,7,20,20,640,900,29440,29700,260,26,0.0,37
EGKKA05,24,2019-07-05T17:00:00.000Z,2019-07-05T17:20:00.000Z,EGKK,AD,A,10,20,7,26,26,1020,1040,38460,38480,20,26,0.07692307692307693,205
EGKKA01,21,2019-07-01T22:00:00.000Z,2019-07-01T22:56:00.000Z,EGKK,AD,A,10,20,7,19,19,1320,1376,28680,28736,56,26,0.19230769230769232,265
EGKKA03M,24,2019-07-03T06:00:00.000Z,2019-07-03T08:15:00.000Z,EGKK,AD,A,10,20,7,1,1,360,495,1800,1935,135,26,0.07692307692307693,31
EGKKA15,24,2019-07-15T06:00:00.000Z,2019-07-15T08:20:00.000Z,EGKK,AD,A,10,20,7,9,9,360,500,13320,13460,140,26,0.07692307692307693,29
EGKKA04A,26,2019-07-04T17:00:00.000Z,2019-07-04T20:00:00.000Z,EGKK,AD,A,10,20,7,6,6,1020,1200,9660,9840,180,26,0.0,38
EGKKA23L,32,2019-06-23T20:40:00.000Z,2019-06-23T23:01:00.000Z,EGKK,AD,A,10,20,7,4,4,1240,1381,7000,7141,141,26,-0.23076923076923078,45
EGKKA27,28,2019-06-27T09:20:00.000Z,2019-06-27T14:00:00.000Z,EGKK,AD,A,10,20,7,5,5,560,840,7760,8040,280,26,-0.07692307692307693,117
EGKKA26A,27,2019-06-26T16:00:00.000Z,2019-06-26T20:40:00.000Z,EGKK,AD,A,10,20,7,8,8,960,1240,12480,12760,280,26,-0.038461538461538464,56
EGKKA25L,27,2019-06-25T16:20:00.000Z,2019-06-25T18:45:00.000Z,EGKK,AD,A,10,20,7,22,22,980,1125,32660,32805,145,26,-0.038461538461538464,32
EGKKA03A,22,2019-07-03T22:00:00.000Z,2019-07-03T22:51:00.000Z,EGKK,AD,A,10,20,7,1,1,1320,1371,2760,2811,51,26,0.15384615384615385,165
EGKKA24,24,2019-06-24T06:00:00.000Z,2019-06-24T06:27:00.000Z,EGKK,AD,A,10,20,7,21,21,360,387,30600,30627,27,22,-0.09090909090909091,13
EGKKA01A,28,2019-07-01T10:40:00.000Z,2019-07-01T12:41:00.000Z,EGKK,AD,A,10,20,7,19,19,640,761,28000,28121,121,26,-0.07692307692307693,19
EGKKA23,27,2019-06-23T11:40:00.000Z,2019-06-23T18:13:00.000Z,EGKK,AD,A,10,20,7,4,4,700,1093,6460,6853,393,26,-0.038461538461538464,296
EGKKA26M,26,2019-06-26T11:40:00.000Z,2019-06-26T12:54:00.000Z,EGKK,AD,A,10,20,7,8,8,700,774,12220,12294,74,26,0.0,26
EGKKA15A,28,2019-07-15T11:00:00.000Z,2019-07-15T12:48:00.000Z,EGKK,AD,A,10,20,7,9,9,660,768,13620,13728,108,26,-0.07692307692307693,22
EGKKA02A,28,2019-07-02T18:00:00.000Z,2019-07-02T18:10:00.000Z,EGKK,AD,A,10,20,7,12,12,1080,1090,18360,18370,10,26,-0.07692307692307693,9
EGKKA25A,26,2019-06-25T13:00:00.000Z,2019-06-25T13:57:00.000Z,EGKK,AD,A,10,20,7,22,22,780,837,32460,32517,57,26,0.0,6
EGKKA04E,24,2019-07-04T06:00:00.000Z,2019-07-04T08:26:00.000Z,EGKK,AD,A,10,20,7,6,6,360,506,9000,9146,146,26,0.07692307692307693,32
EGKKA21M,24,2019-06-21T06:00:00.000Z,2019-06-21T07:22:00.000Z,EGKK,AD,A,10,20,7,2,2,360,442,3240,3322,82,26,0.07692307692307693,22
EGKKA28M,22,2019-06-28T05:40:00.000Z,2019-06-28T08:20:00.000Z,EGKK,AD,A,10,20,7,10,10,340,500,14740,14900,160,26,0.15384615384615385,135
EGKKA12M,24,2019-07-12T06:00:00.000Z,2019-07-12T08:55:00.000Z,EGKK,AD,A,10,20,7,16,16,360,535,23400,23575,175,22,-0.09090909090909091,30
EGKKA02N,32,2019-07-02T21:00:00.000Z,2019-07-02T22:00:00.000Z,EGKK,AD,A,10,20,7,12,12,1260,1320,18540,18600,60,26,-0.23076923076923078,21
EGKKA28M,28,2019-06-28T08:20:00.000Z,2019-06-28T17:52:00.000Z,EGKK,AD,A,10,20,7,10,10,500,1072,14900,15472,572,26,-0.07692307692307693,135
EGKKA26A,24,2019-06-26T22:00:00.000Z,2019-06-26T23:00:00.000Z,EGKK,AD,A,10,20,7,8,8,1320,1380,12840,12900,60,26,0.07692307692307693,56
EGKKA10L,10,2019-07-10T18:10:00.000Z,2019-07-10T19:20:00.000Z,EGKK,AD,A,10,20,7,24,24,1090,1160,35650,35720,70,26,0.6153846153846154,52
EGKKA05,27,2019-07-05T09:00:00.000Z,2019-07-05T13:40:00.000Z,EGKK,AD,A,10,20,7,26,26,540,820,37980,38260,280,26,-0.038461538461538464,205
EGKKA10,24,2019-07-10T06:00:00.000Z,2019-07-10T07:37:00.000Z,EGKK,AD,A,10,20,7,24,24,360,457,34920,35017,97,26,0.07692307692307693,131
EGKKA29,22,2019-06-29T05:40:00.000Z,2019-06-29T06:30:00.000Z,EGKK,AD,A,10,20,7,27,27,340,390,39220,39270,50,26,0.15384615384615385,262
EGKKA15N,32,2019-07-15T20:40:00.000Z,2019-07-15T21:40:00.000Z,EGKK,AD,A,10,20,7,9,9,1240,1300,14200,14260,60,26,-0.23076923076923078,59
EGKKA20,24,2019-06-20T05:40:00.000Z,2019-06-20T08:31:00.000Z,EGKK,AD,A,10,20,7,18,18,340,511,26260,26431,171,26,0.07692307692307693,58
EGKKA06M,24,2019-07-06T06:00:00.000Z,2019-07-06T06:41:00.000Z,EGKK,AD,A,10,20,7,13,13,360,401,19080,19121,41,26,0.07692307692307693,174
EGKKA07,26,2019-07-07T10:20:00.000Z,2019-07-07T21:00:00.000Z,EGKK,AD,A,6,20,7,0,0,620,1260,620,1260,640,26,0.0,354
EGKKA26A,30,2019-06-26T20:40:00.000Z,2019-06-26T22:00:00.000Z,EGKK,AD,A,10,20,7,8,8,1240,1320,12760,12840,80,26,-0.15384615384615385,56
EGKKA24A,28,2019-06-24T16:40:00.000Z,2019-06-24T17:18:00.000Z,EGKK,AD,A,10,20,7,21,21,1000,1038,31240,31278,38,26,-0.07692307692307693,82
EGKKA14,20,2019-07-14T15:20:00.000Z,2019-07-14T17:55:00.000Z,EGKK,AD,A,10,20,7,15,15,920,1075,22520,22675,155,26,0.23076923076923078,137
EGKKA08L,18,2019-07-08T21:40:00.000Z,2019-07-08T22:20:00.000Z,EGKK,AD,A,10,20,7,11,11,1300,1340,17140,17180,40,26,0.3076923076923077,13
EGKKA14,26,2019-07-14T17:55:00.000Z,2019-07-14T19:36:00.000Z,EGKK,AD,A,10,20,7,15,15,1075,1176,22675,22776,101,26,0.0,137
EGKKA08E,28,2019-07-08T09:45:00.000Z,2019-07-08T11:20:00.000Z,EGKK,AD,A,10,20,7,11,11,585,680,16425,16520,95,26,-0.07692307692307693,157
EGKKA21A,28,2019-06-21T15:40:00.000Z,2019-06-21T17:56:00.000Z,EGKK,AD,A,10,20,7,2,2,940,1076,3820,3956,136,26,-0.07692307692307693,19
EGKKA16,22,2019-07-16T05:40:00.000Z,2019-07-16T07:05:00.000Z,EGKK,AD,A,10,20,7,23,23,340,425,33460,33545,85,26,0.15384615384615385,29
EGKKA05,10,2019-07-05T13:40:00.000Z,2019-07-05T17:00:00.000Z,EGKK,AD,A,10,20,7,26,26,820,1020,38260,38460,200,26,0.6153846153846154,205
EGKKA08E,24,2019-07-08T11:20:00.000Z,2019-07-08T12:00:00.000Z,EGKK,AD,A,10,20,7,11,11,680,720,16520,16560,40,26,0.07692307692307693,157
EGKKA24A,28,2019-06-24T14:20:00.000Z,2019-06-24T15:40:00.000Z,EGKK,AD,A,10,20,7,21,21,860,940,31100,31180,80,26,-0.07692307692307693,82
EGKKA13E,26,2019-07-13T10:40:00.000Z,2019-07-13T15:20:00.000Z,EGKK,AD,A,10,20,7,17,17,640,920,25120,25400,280,26,0.0,70
EGKKA08E,26,2019-07-08T12:00:00.000Z,2019-07-08T16:20:00.000Z,EGKK,AD,A,10,20,7,11,11,720,980,16560,16820,260,26,0.0,157
EGKKA05,31,2019-07-05T19:20:00.000Z,2019-07-05T21:35:00.000Z,EGKK,AD,A,10,20,7,26,26,1160,1295,38600,38735,135,26,-0.19230769230769232,205
EGKKA04,27,2019-07-04T09:20:00.000Z,2019-07-04T14:03:00.000Z,EGKK,AD,A,10,20,7,6,6,560,843,9200,9483,283,26,-0.038461538461538464,167
EGKKA15L,26,2019-07-15T14:40:00.000Z,2019-07-15T19:30:00.000Z,EGKK,AD,A,10,20,7,9,9,880,1170,13840,14130,290,26,0.0,62
EGKKA08E,24,2019-07-08T06:00:00.000Z,2019-07-08T08:40:00.000Z,EGKK,AD,A,10,20,7,11,11,360,520,16200,16360,160,26,0.07692307692307693,157
EGKKA27A,28,2019-06-27T16:20:00.000Z,2019-06-27T19:09:00.000Z,EGKK,AD,A,10,20,7,5,5,980,1149,8180,8349,169,26,-0.07692307692307693,33
EGKKA14M,12,2019-07-14T05:15:00.000Z,2019-07-14T05:30:00.000Z,EGKK,AD,A,10,20,7,15,15,315,330,21915,21930,15,26,0.5384615384615384,52
EGKKA09,24,2019-07-09T06:00:00.000Z,2019-07-09T07:14:00.000Z,EGKK,AD,A,10,20,7,7,7,360,434,10440,10514,74,26,0.07692307692307693,178
EGKKA01,26,2019-07-01T16:20:00.000Z,2019-07-01T18:30:00.000Z,EGKK,AD,A,10,20,7,19,19,980,1110,28340,28470,130,26,0.0,265
EGKKA01,28,2019-07-01T18:30:00.000Z,2019-07-01T22:00:00.000Z,EGKK,AD,A,10,20,7,19,19,1110,1320,28470,28680,210,26,-0.07692307692307693,265
EGKKA28X,18,2019-06-28T22:00:00.000Z,2019-06-28T22:30:00.000Z,EGKK,AD,A,10,20,7,10,10,1320,1350,15720,15750,30,26,0.3076923076923077,26
EGKKA22M,22,2019-06-22T06:00:00.000Z,2019-06-22T08:38:00.000Z,EGKK,AD,A,10,20,7,14,14,360,518,20520,20678,158,26,0.15384615384615385,58
EGKKA24A,24,2019-06-24T15:40:00.000Z,2019-06-24T16:40:00.000Z,EGKK,AD,A,10,20,7,21,21,940,1000,31180,31240,60,26,0.07692307692307693,82
EGKKA13,24,2019-07-13T06:00:00.000Z,2019-07-13T07:20:00.000Z,EGKK,AD,A,10,20,7,17,17,360,440,24840,24920,80,22,-0.09090909090909091,20
EGKKA09A,28,2019-07-09T16:00:00.000Z,2019-07-09T17:45:00.000Z,EGKK,AD,A,10,20,7,7,7,960,1065,11040,11145,105,26,-0.07692307692307693,17
EGKKA08E,28,2019-07-08T16:20:00.000Z,2019-07-08T18:28:00.000Z,EGKK,AD,A,10,20,7,11,11,980,1108,16820,16948,128,26,-0.07692307692307693,157
EGKKA20N,22,2019-06-20T21:40:00.000Z,2019-06-20T23:20:00.000Z,EGKK,AD,A,10,20,7,18,18,1300,1400,27220,27320,100,26,0.15384615384615385,19
EGKKA06,27,2019-07-06T11:40:00.000Z,2019-07-06T14:35:00.000Z,EGKK,AD,A,10,20,7,13,13,700,875,19420,19595,175,26,-0.038461538461538464,21
EGKKA20M,28,2019-06-20T09:40:00.000Z,2019-06-20T12:19:00.000Z,EGKK,AD,A,10,20,7,18,18,580,739,26500,26659,159,26,-0.07692307692307693,44
EGKKA30A,28,2019-06-30T16:20:00.000Z,2019-06-30T19:38:00.000Z,EGKK,AD,A,10,20,7,25,25,980,1178,36980,37178,198,26,-0.07692307692307693,26
EGKKA08E,27,2019-07-08T08:40:00.000Z,2019-07-08T09:45:00.000Z,EGKK,AD,A,10,20,7,11,11,520,585,16360,16425,65,26,-0.038461538461538464,157
EGKKA20A,26,2019-06-20T12:45:00.000Z,2019-06-20T16:05:00.000Z,EGKK,AD,A,10,20,7,18,18,765,965,26685,26885,200,26,0.0,118
EGKKA17N,24,2019-07-17T21:50:00.000Z,2019-07-17T22:38:00.000Z,EGKK,AD,A,10,20,7,3,3,1310,1358,5630,5678,48,26,0.07692307692307693,19
EGKKA02,24,2019-07-02T06:00:00.000Z,2019-07-02T08:50:00.000Z,EGKK,AD,A,10,20,7,12,12,360,530,17640,17810,170,26,0.07692307692307693,305
EGKKA26,24,2019-06-26T06:00:00.000Z,2019-06-26T07:30:00.000Z,EGKK,AD,A,10,20,7,8,8,360,450,11880,11970,90,26,0.07692307692307693,261
EGKKA11A,26,2019-07-11T16:00:00.000Z,2019-07-11T18:50:00.000Z,EGKK,AD,A,10,20,7,20,20,960,1130,29760,29930,170,26,0.0,54
EGKKA14,26,2019-07-14T11:40:00.000Z,2019-07-14T15:20:00.000Z,EGKK,AD,A,10,20,7,15,15,700,920,22300,22520,220,26,0.0,137
EGKKA17,24,2019-07-17T05:40:00.000Z,2019-07-17T08:13:00.000Z,EGKK,AD,A,10,20,7,3,3,340,493,4660,4813,153,26,0.07692307692307693,38
EGKKA23E,24,2019-06-23T06:00:00.000Z,2019-06-23T07:36:00.000Z,EGKK,AD,A,10,20,7,4,4,360,456,6120,6216,96,22,-0.09090909090909091,15
EGKKA21,28,2019-06-21T09:40:00.000Z,2019-06-21T13:57:00.000Z,EGKK,AD,A,10,20,7,2,2,580,837,3460,3717,257,26,-0.07692307692307693,45
EGKKA24M,27,2019-06-24T09:00:00.000Z,2019-06-24T12:55:00.000Z,EGKK,AD,A,10,20,7,21,21,540,775,30780,31015,235,26,-0.038461538461538464,53
EGKKA08L,24,2019-07-08T22:20:00.000Z,2019-07-08T22:34:00.000Z,EGKK,AD,A,10,20,7,11,11,1340,1354,17180,17194,14,26,0.07692307692307693,13
EGKKA01M,24,2019-07-01T06:00:00.000Z,2019-07-01T08:00:00.000Z,EGKK,AD,A,10,20,7,19,19,360,480,27720,27840,120,26,0.07692307692307693,19
EGKKA16A,28,2019-07-16T16:20:00.000Z,2019-07-16T18:16:00.000Z,EGKK,AD,A,10,20,7,23,23,980,1096,34100,34216,116,26,-0.07692307692307693,27
EGKKA07,30,2019-07-07T21:00:00.000Z,2019-07-07T21:57:00.000Z,EGKK,AD,A,6,20,7,0,0,1260,1317,1260,1317,57,26,-0.15384615384615385,354
EGKKA20A,27,2019-06-20T16:05:00.000Z,2019-06-20T19:07:00.000Z,EGKK,AD,A,10,20,7,18,18,965,1147,26885,27067,182,26,-0.038461538461538464,118
EGKKA05M,24,2019-07-05T06:00:00.000Z,2019-07-05T07:43:00.000Z,EGKK,AD,A,10,20,7,26,26,360,463,37800,37903,103,26,0.07692307692307693,21
EGLCA28A,14,2019-06-28T16:20:00.000Z,2019-06-28T18:57:00.000Z,EGLC,AD,A,10,20,7,10,10,980,1137,15380,15537,157,20,0.3,0
EGLCA03,15,2019-07-03T06:20:00.000Z,2019-07-03T08:55:00.000Z,EGLC,AD,A,10,20,7,1,1,380,535,1820,1975,155,20,0.25,0
EGLCA25,15,2019-06-25T06:40:00.000Z,2019-06-25T08:36:00.000Z,EGLC,AD,A,10,20,7,22,22,400,516,32080,32196,116,20,0.25,0
EGLCA02A,15,2019-07-02T16:00:00.000Z,2019-07-02T18:08:00.000Z,EGLC,AD,A,10,20,7,12,12,960,1088,18240,18368,128,20,0.25,0
EGLCA25,12,2019-06-25T05:40:00.000Z,2019-06-25T06:40:00.000Z,EGLC,AD,A,10,20,7,22,22,340,400,32020,32080,60,20,0.4,0
EGLCA01,12,2019-07-01T05:40:00.000Z,2019-07-01T07:00:00.000Z,EGLC,AD,A,10,20,7,19,19,340,420,27700,27780,80,20,0.4,0
EGLCA01A,16,2019-07-01T16:00:00.000Z,2019-07-01T19:18:00.000Z,EGLC,AD,A,10,20,7,19,19,960,1158,28320,28518,198,20,0.2,0
EGLCA05E,17,2019-07-05T06:00:00.000Z,2019-07-05T08:20:00.000Z,EGLC,AD,A,10,20,7,26,26,360,500,37800,37940,140,20,0.15,0
EGLCA01,15,2019-07-01T07:00:00.000Z,2019-07-01T08:20:00.000Z,EGLC,AD,A,10,20,7,19,19,420,500,27780,27860,80,20,0.25,0
EGLCA27A,15,2019-06-27T16:20:00.000Z,2019-06-27T18:00:00.000Z,EGLC,AD,A,10,20,7,5,5,980,1080,8180,8280,100,20,0.25,0
EGLCA20,15,2019-06-20T06:00:00.000Z,2019-06-20T08:49:00.000Z,EGLC,AD,A,10,20,7,18,18,360,529,26280,26449,169,20,0.25,0
EGLCA09A,15,2019-07-09T16:40:00.000Z,2019-07-09T17:45:00.000Z,EGLC,AD,A,10,20,7,7,7,1000,1065,11080,11145,65,20,0.25,0
EGLCA21M,15,2019-06-21T05:40:00.000Z,2019-06-21T08:00:00.000Z,EGLC,AD,A,10,20,7,2,2,340,480,3220,3360,140,20,0.25,0
EGLCA08E,18,2019-07-08T06:00:00.000Z,2019-07-08T06:52:00.000Z,EGLC,AD,A,10,20,7,11,11,360,412,16200,16252,52,20,0.1,0
EGLCA02M,15,2019-07-02T06:00:00.000Z,2019-07-02T08:19:00.000Z,EGLC,AD,A,10,20,7,12,12,360,499,17640,17779,139,20,0.25,0
EGLCA27M,15,2019-06-27T06:00:00.000Z,2019-06-27T08:44:00.000Z,EGLC,AD,A,10,20,7,5,5,360,524,7560,7724,164,20,0.25,0
EGPFA21,12,2019-06-21T08:15:00.000Z,2019-06-21T09:15:00.000Z,EGPF,AD,A,10,20,7,2,2,495,555,3375,3435,60,15,0.2,0
EGPHA24A,12,2019-06-24T16:30:00.000Z,2019-06-24T17:30:00.000Z,EGPH,AD,A,10,20,7,21,21,990,1050,31230,31290,60,20,0.4,0
EGPHA24A,16,2019-06-24T18:15:00.000Z,2019-06-24T18:40:00.000Z,EGPH,AD,A,10,20,7,21,21,1095,1120,31335,31360,25,20,0.2,0
EGPHA24A,18,2019-06-24T18:40:00.000Z,2019-06-24T20:00:00.000Z,EGPH,AD,A,10,20,7,21,21,1120,1200,31360,31440,80,20,0.1,0
EGPHA29E,12,2019-06-29T05:20:00.000Z,2019-06-29T06:28:00.000Z,EGPH,AD,A,10,20,7,27,27,320,388,39200,39268,68,20,0.4,0
EGPHA24A,14,2019-06-24T17:30:00.000Z,2019-06-24T18:15:00.000Z,EGPH,AD,A,10,20,7,21,21,1050,1095,31290,31335,45,20,0.3,0
EGPHA24A,14,2019-06-24T13:00:00.000Z,2019-06-24T16:30:00.000Z,EGPH,AD,A,10,20,7,21,21,780,990,31020,31230,210,20,0.3,0
EGSSA26,15,2019-06-26T05:40:00.000Z,2019-06-26T07:00:00.000Z,EGSS,AD,A,10,20,7,8,8,340,420,11860,11940,80,26,0.4230769230769231,36
EGSSA23L,26,2019-06-23T21:20:00.000Z,2019-06-23T23:01:00.000Z,EGSS,AD,A,10,20,7,4,4,1280,1381,7040,7141,101,26,0.0,25
EGSSA29,14,2019-06-29T05:40:00.000Z,2019-06-29T05:51:00.000Z,EGSS,AD,A,10,20,7,27,27,340,351,39220,39231,11,26,0.46153846153846156,14
EGSSA27M,18,2019-06-27T09:43:00.000Z,2019-06-27T13:24:00.000Z,EGSS,AD,A,10,20,7,5,5,583,804,7783,8004,221,26,0.3076923076923077,20
EGSSA25,23,2019-06-25T20:40:00.000Z,2019-06-25T23:40:00.000Z,EGSS,AD,A,10,20,7,22,22,1240,1420,32920,33100,180,26,0.11538461538461539,22
